Song	~High PP	Difficulty	★	#	Multi	~Actual PP	Total	Comments
 LUVORATORRRRRY! - Reol feat.nqrse	90.60	Expert	2.22★					
 LUVORATORRRRRY! - Reol feat.nqrse	90.60	Expert	2.22★					
 LUVORATORRRRRY! - Reol feat.nqrse	90.60	Expert	2.22★					
 Zzz - by Sasaki Sayaka	90.50	Expert	2.26★					
 It's Not Unusual - Tom Jones	90.50	Expert	2.25★					
 Fire In The Sky (Pop Up! Remix) - 	90.50	Expert	2.24★					
 Better Off Alone - 	90.50	Expert	2.26★					
 How I Could Just Kill A Man - Rage Against the Machine	90.50	Hard	2.26★					
 Look What You Made Me Do - Taylor Swift	90.40	Expert	2.26★					
 CHINA_X - 	90.40	Hard	2.26★					
 BETTER NOW - Post Malone	90.40	Expert	2.26★					
 Stay the Night - ft. Hayley Williams	90.40	Expert	2.15★					
 God Damn - 	90.40	Expert	2.11★					
 Rune ga Pika to Hikattara - 	90.30	Hard	2.16★					
 Carpe Diem Pt.3 - FireFarm & AJ Myst	90.20	Expert	2.28★					
 Don't Stop Me Now - Mapped by Looneyks	90.20	Expert	2.42★					
 Lycanthropy - 	90.20	Expert	2.25★					
 Back in the UK - Scooter	90.20	Hard	2.25★					
 anemone - slenderbodies	90.20	Expert	2.26★					
 Secret Weapon - SAMAHTA ft. Molly Moore	90.20	Expert	2.26★					
 Spikey Seeds - The Pillows	90.10	Expert	2.08★					
 Wolves - Selena Gomes ft Marshmello	90.10	Hard	2.15★					
 Nissim - Gasslamp Killer	90.10	Expert	2.22★					
 Nitro Court - Crash Team Racing	90.10	Expert	2.27★					
 Genesis (TV Size) - 	90.10	Expert	2.25★					
 Miss You - bo en	90.10	Hard	1.93★					
 Let You Go - 	90.10	Expert	2.26★					
 Jackpot - (RoboSheepz Beatmap)	90.10	Expert	2.19★					
 Bomb Rush Blush (Smash Ultimate Mix) - Tomoya Ohtani	90.00	Expert	2.22★					
 Run Devil Run - 	90.00	Expert	2.26★					
 Friday Night - Vigiland	90.00	Expert	2.18★					
 Send Bobs - Hovey Benjamin	90.00	Expert	2.26★					
 Overdose - EXO-K	90.00	Expert	2.2★					
 I Bet My Life - Imagine Dragons	90.00	Hard	2.14★					
 Cotton Eyed Joe - 	89.90	Hard	2.25★					
 BTH 3 - Stay Awake - (Charted by M.Rappold)	89.90	Expert	2.24★					
 Make Me Fade UPDATED - 	89.90	Expert	2.23★					
 Uprising - Muse	89.90	Expert	2.19★					
 AYE - 	89.90	Expert	2.31★					
 Run Boy Run - 	89.90	Expert	2.17★					
 Run Boy Run - 	89.90	Expert	2.17★					
 Eleven Sings a Song - Aaron Fraser feat. Veronica	89.80	Expert	2.25★					
 99 MOB CHOIR - Mob Psycho 100 OP	89.80	Expert+	2.25★					
 Why Do Fall Care - Eighteen & No Greater Good	89.80	Expert	2.26★					
 Back in Black - AC/DC	89.70	Expert	2.21★					
 AGEHA - 	89.70	Expert	2.24★					
 JOUNETSU  TAIRIKU - 	89.70	Hard	2.22★					
 Mending - Mapping By Torchy	89.70	Expert	2.24★					
 Clint Eastwood - Gorillaz	89.70	Expert	2.26★					
 This Time (ft. Elsa) - 	89.60	Expert	2.23★					
 Time Lapse - The Fat Rat	89.60	Expert	2.16★					
 Melody Of The Wild Dance (Bleach OP13)  - SID	89.50	Expert	2.17★					
 The Game Brass - Dracula's Castle - 	89.50	Expert	2.16★					
 Cryosleep - 	89.40	Normal	1.76★					
 Runaway - Mapping Done By Torchy	89.40	Expert	2.23★					
 Boom Clap - Charli XCX	89.30	Expert	2.2★					
 BTH2 - Reach VIP - (Charted by M.Rappold)	89.30	Expert+	2.23★					
 Sledgehammer - Savant	89.30	Expert	2.05★					
 9,000 Miles - (Charted by M.Rappold)	89.30	Expert	2.23★					
 aLIEz - Sawano Hiroyuki	89.20	Expert	2.23★					
 In the Air Tonight - Phil Collins	89.20	Hard	2.2★					
 Your Own Miracle - DJ Max Respect	89.20	Expert	2.23★					
 You Look So Good - Moe Shop	89.10	Expert	2.28★					
 Tokyo TakeDown - Boom Kitty - HeliXiX	89.10	Expert+	2.14★					
 I Knew You Were Trouble - We Came As Romans	89.10	Normal	2.27★					
 Theme of the Hard-Boiled Heavies (Hi-Spec Robo Go!) - Sonic Mania	89.10	Expert	2.24★					
 Now You See Me - 	89.10	Expert	1.97★					
 Rocket Dog - 7 Seconds of Love	89.00	Hard	2.22★					
 Dirty Vibe - with Diplo, CL, & G-Dragon	89.00	Expert	2.23★					
 History Maker - Dean Fujioka	88.90	Hard	2.22★					
 Six Shooter - Coyote Kisses	88.90	Hard	2.19★					
 Hyadain no Kakata Katamoi-C - (Nichijou OP1) by Hyadain	88.80	Hard	2.22★					
 Escape - From "Darling in Franxx"	88.80	Expert	2.23★					
 Wake Me Up Before You Go-Go - Wake Me Up Before You Go-Go	88.80	Expert+	2.23★					
 Duncan Hills Coffee Jingle - Dethklok	88.80	Hard	2.17★					
 Supermassive Black Hole - Muse	88.70	Hard	2.11★					
 TaKillYa - Vinnie Maniscalco	88.70	Hard	2.22★					
 Stressed Out - 	88.70	Hard	1.91★					
 Vienna Calling - 	88.70	Expert	2.19★					
 Off to See the World - My Little Pony Movie	88.70	Expert	2.16★					
 Promised Land - 	88.70	Expert	2.14★					
 Hand in Hand - Hatsune Miku	88.60	Normal	2.21★					
 Five Hours (Don't Hold Me Back)  - 	88.60	Expert	2.02★					
 Sons of Babel - 	88.60	Expert	2.34★					
 Wasted Love - 	88.60	Expert	2.16★					
 I Wanna Go - Britney Spears	88.60	Expert	2.19★					
 Daisuki (ãƒ€ã‚¤ã‚¹ã‚­) - Feat TeddyLoid	88.60	Hard	2.13★					
 Daisuki (ãƒ€ã‚¤ã‚¹ã‚­) - Feat TeddyLoid	88.60	Hard	2.13★					
 I Knew You Were Trouble - We Came As Romans	88.50	Normal	2.27★					
 GHOST - Jaden Smith (Ft Christian Rich)	88.50	Expert	2.12★					
 Savior - by MoeTheLion	88.50	Expert	2.25★					
 Evil Eye - (OST Version)	88.50	Expert	2.22★					
 Evil Eye - (OST Version)	88.50	Expert	2.22★					
 FFVII Chocobo Theme - 	88.40	Expert	2.21★					
 Power Glove - Knife Party	88.40	Expert	2.16★					
 Limbo - Daddy Yankee	88.30	Expert	2.2★					
 Love The Way You Move (LTWYM) - Slightly Left of Centre	88.30	Expert	2.21★					
 Moonlight - XXXTENTACION	88.30	Hard	2.21★					
 Awe (One Saber) - prototyperaptor	88.30	Expert	2.14★					
 Pay No Mind (ft. Passion Pit) - 	88.30	Expert	2.18★					
 Livin' On A Prayer - Bon Jovi	88.30	Expert	2.14★					
 Mic Drop - BTS - 	88.20	Expert	2.15★					
 Renegade - phoenix7700	88.20	Hard	2.22★					
 Into You - Ariana Grande	88.10	Expert	2.16★					
 Tyouwa oto ~with reflection~ - 	88.10	Hard	2.21★					
 UNTOUCHABLE  - (Feat. McconnellRet)	88.10	Hard	2.2★					
 Discovery of Gravitation - Kohei Tanaka	88.00	Expert	2.19★					
 Tightrope (Wondamix) - Janelle Monáe feat. B.o.B. & Lupe Fiasco	88.00	Expert	2.23★					
 You - Galantis	87.90	Expert	2.11★					
 Gospel of the Throttle - Minutes Til Midnight (Driftors OP)	87.90	Hard	2.18★					
 A Tiny Spaceship's Final Mission - Fantomenk	87.90	Expert	2.18★					
 Beat Juggle (Groundhog) - Charted by GruntTSD	87.90	Expert	2.21★					
 Paradisus Paradoxum: Re: Zero OP 2 - By Myth & Roid	87.70	Normal	2.2★					
 Dragula - Rob Zombie	87.70	Hard	2.12★					
 Mary France - 	87.70	Expert	2.24★					
 This is America - Childish Gambino	87.60	Expert	2.38★					
 Every Time We Touch - Cascada	87.60	Expert	2.13★					
 Fruit Juice - Snoop Lion	87.50	Expert	2.13★					
 Made An America - THE FEVER 333	87.50	Expert	2.2★					
 Piercing the Sky - Souleye	87.50	Expert	2.13★					
 Your Affection (Daisuke Asakura Remix) - Persona 4 Dancing All Night	87.50	Hard	2.18★					
 Watch Me - 	87.50	Hard	1.7★					
 Escape From The City - Sonic Adventure 2 Battle	87.50	Expert	2.19★					
 Timmy Turner Theme Song Remix - Attic Stein Beats	87.50	Expert	2.18★					
 Make Me Fade - 	87.50	Expert	2.11★					
 Timmy Turner Theme Song Remix - Attic Stein Beats	87.50	Expert	2.18★					
 Make Me Fade - 	87.50	Expert	2.11★					
 Ra3 Theme - Soviet March - James Hannigan	87.40	Expert	2.14★					
 Crystal Palace _ by SHIKI - 	87.40	Expert	2.08★					
 Sorairo Days - 96neko - Gurren Lagann OST	87.30	Expert	2.18★					
 History Maker - Dean Fujioka	87.30	Expert	2.13★					
 Centuries - Fall Out Boy	87.30	Expert	2.16★					
 Bailar - Deorro	87.30	Hard	2.07★					
 I loved - 	87.20	Expert	2.2★					
 Upside Down & Inside Out - Charted by SaltyStranger	87.10	Expert	2.14★					
 Bubble Pop - Hyuna	87.00	Hard	2.17★					
 broken - 	87.00	Expert	2.13★					
 Rose-Colored Boy - Paramore	87.00	Expert	2.18★					
 The Hell Song - 	87.00	Hard	2.17★					
 FFVII - Rufus Welcoming Ceremony - 	86.90	Expert	2.18★					
 Bring Back The Summer - Rain Man	86.90	Normal	2.2★					
 Superfly - 24K	86.90	Hard	2.13★					
 Glacial - 	86.90	Expert	2.18★					
 Rockerfeller Streets - Nightcore	86.90	Expert	2.11★					
 Close - Conro	86.90	Expert	2.18★					
 In the Air Tonight - Phil Collins	86.70	Expert	2.07★					
 I'm Gonna Be (500 Miles) - The Proclaimers	86.70	Expert	2.08★					
 Moby - Thousand - up to 1000bpm    (Moby 1992)	86.60	Expert+	2.21★					
 Rex Duodecim Angelus - A Marathon song, really	86.60	Hard	2.18★					
 Fairy Tale - Sangatsu no Phantasia	86.60	Hard	2.08★					
 Royals (Yinyues Remix) - Lorde	86.60	Expert	2.16★					
 Reforget (Milk N Cooks Remix) - Lauv	86.60	Hard	2.17★					
 It ain't me - kygo - selena	86.60	Expert	2.12★					
 Radio Hardcore (Video Edit) - Italo Brothers	86.50	Hard	2.16★					
 SPANISH MUSIC INTENSIFIES - Despacito 69	86.50	Hard	2.03★					
 There's Supposed To Be A Cheat Code To Happiness - 	86.50	Expert	2.17★					
 Fairy Tail Main Theme - by Yasuharu Takanashi	86.50	Expert	2.17★					
 Bloom - ODEZA	86.50	Expert	2.17★					
 Sorry - Justin Bieber	86.40	Hard	2.11★					
 Never Gonna Give you Up - Rick Astley	86.40	Expert	2.18★					
 Head Full of Shadows - Mapped by Mrkennedyfreak	86.40	Expert+	2.17★					
 The Deadly Rhythm - by Refused	86.40	Expert	2.07★					
 Styx Helix - by Myth & Rod	86.30	Expert	2.17★					
 Elegy (short ver.) - TheFatRat	86.30	Expert	2.15★					
 Beyond Oblivion - Trivium	86.30	Expert	2.15★					
 Love Runs Out - OneRepublic	86.30	Expert	2.06★					
 Wanna Go Home - Konosuba! Season 2 ED	86.30	Expert	2.13★					
 Bamboo Disco - Mapped by Moon	86.30	Expert	2.06★					
 Basics in Behavior [Blue] - The Living Tombstone	86.20	Expert	2.18★					
 Pong Dance - 	86.20	Expert	2.16★					
 Gucci Gucci Literature Club's Not Hot - 	86.20	Expert	2.07★					
 Empty - Mapped by Torchy	86.20	Expert	2.16★					
 Wind - Thaehan	86.10	Expert	2.15★					
 Medieval Melody - Age of Empires Soundtrack (1997)	86.10	Expert	2.15★					
 xie xie ni de ai(si chuan) - nameless	86.10	Expert	2.2★					
 Send Bobs - Hovey Benjamin	86.10	Hard	2.15★					
 Sakasama Bridge - By Suneohair	86.10	Expert	2.12★					
 Thanks for the Memories - Fall Out Boy	86.10	Hard	2.16★					
 Shape of You - Ed Sheeran	86.10	Expert	2.07★					
 Nightmare - Avenged Sevenfold	86.10	Expert	2.11★					
 fancy baby doll - 	86.10	Expert	2.16★					
 The Fall - 	86.10	Hard	2.05★					
 cYsmix - Escapism (BilliumMoto Flip) - 	86.10	Hard	2.17★					
 Sail (V2) - AWOLNATION	86.10	Expert	2.08★					
 Sail (V2) - AWOLNATION	86.10	Expert	2.08★					
 Dempa Song with Hammer - Kana	86.00	Hard	2.05★					
 Final Dream - (feat. Omri Loved Cela)	86.00	Hard	2.14★					
 White Flag - Delta Heavy	86.00	Expert	2.19★					
 Graffiti - CHVRCHES	86.00	Hard	2.09★					
 Beats Knockin - 	86.00	Expert	2.15★					
 Fukuro - Silent Hill	86.00	Expert	2.14★					
 Hou Zi Shuo(M&K Remix) - 	86.00	Expert	2.15★					
 I'll Make A Man Out Of You - Mulan	86.00	Expert	2.14★					
 WAIDMANNS HEIL - Rammstein	86.00	Expert	2.16★					
 Trampoline - Hopsin	85.90	Expert	1.97★					
 Lose My Cool - Sander W	85.90	Expert	2.14★					
 It's Not Unusual - Tom Jones	85.90	Hard	2.05★					
 Kakushin-teki Metamarufoze! - Umaru-chan OP	85.90	Hard	2.14★					
 D.A.N.C.E. - Justice	85.90	Expert	2.06★					
 White Light - Superfly	85.80	Expert	2.14★					
 Loud(y) - 	85.80	Expert	2.17★					
 Tooi Nioi - Faraway Scent	85.80	Hard	2.04★					
 Welcome to the Family - Avenged Sevenfold	85.80	Hard	2.03★					
 Hooked on a Feeling - Blue Swede	85.70	Expert	2.12★					
 The Walker - 	85.70	Expert	2.6★					
 Awaken - Pillar Men Theme	85.70	Hard	2.16★					
 Popcorn Funk - Monstaz.	85.70	Expert	2.04★					
 Kodokushi - Kami	85.70	Hard	2.15★					
 Kodokushi - Kami	85.70	Hard	2.15★					
 HYDRA - MYTH&ROID	85.60	Expert	2.13★					
 Ultimate Celebration - Intents 2018 Anthem	85.60	Expert	2.15★					
 Cool Patrol - 	85.60	Expert	2.09★					
 Dum Dee Dum - Dum Beat Dum	85.60	Expert	2.16★					
 Welcome To Mayhem - 	85.60	Expert	2.09★					
 Welcome To Mayhem - 	85.60	Expert	2.09★					
 Welcome To Mayhem - 	85.60	Expert	2.09★					
 Chaoz Airflow - ParagonX9	85.50	Expert	2.06★					
 Land Of Confusion - Disturbed	85.50	Expert	2.15★					
 Meta Taro - 	85.50	Expert	2.14★					
 Gangnam Style - PSY	85.50	Hard	2.07★					
 SAO intro - 	85.40	Expert	2.15★					
 Pinkies Brew - Korw	85.30	Expert	2.08★					
 Pop Culture - Madeon	85.30	Expert	2.14★					
 Get it right - Diplo (Ft. Mo)	85.30	Hard	2.13★					
 Breath of the Wild - Main Theme - 	85.30	Expert	2.07★					
 Buttonmasher - chart by Moriik	85.20	Hard	2.04★					
 Warning Call - Mirror's Edge Catalyst - CHVRCHES	85.20	Expert	2.13★					
 Ink Me Up (1st Concert) - Splatoon OST	85.20	Expert	2.13★					
 Lonely Departure - Chroma	85.10	Hard	2.14★					
 Shanranran - (Flying Witch OP)	85.10	Expert	2.03★					
 Frowny Face (Douster Remix) - Gucci Mane	85.10	Normal	2.13★					
 DK Rap (JP Version) - 	85.10	Expert	2.09★					
 DK Rap (JP Version) - 	85.10	Expert	2.09★					
 Synthesized Angel - Sakuzyo	85.00	Hard	2.12★					
 Death by Glamour - by Toby Fox	85.00	Hard	2.12★					
 Beam Me Up - Cazzette - 	85.00	Expert	2.08★					
 Want You Gone - GLaDOS	84.90	Hard	2.13★					
 Words - Feint (ft. Laura Brehm)	84.90	Expert	2.12★					
 FFXV Somnus Ultima - Yoko Shimomura - 	84.80	Expert	2.08★					
 Right Now - Van Halen	84.80	Expert	2.15★					
 Knife Party - Internet Friends (Short version) - 	84.80	Hard	2.11★					
 Tokyo Takedown - Boomkitty, HeliXiX	84.80	Expert	2.09★					
 Gourmet Race [Dubstep Remix] - ColBreakz	84.80	Normal	2.13★					
 Little Kandi Raver 2012 - S3RL ft. Sara	84.70	Hard	2.11★					
 Chop Chop - 	84.70	Normal	2.06★					
 Crossing a Line - Mike Shinoda	84.70	Expert	2.03★					
 Dragonborn - Skyrim	84.70	Expert	2.24★					
 Kimi ja Nakya Dame Mitai - I Think It's Gotta Be You	84.70	Expert	2.11★					
 Coming Undone - Korn	84.70	Expert	2.12★					
 In My Heart - Chart by Mystikmol	84.60	Expert	2.03★					
 Picture In My Head - 	84.60	Expert	2.12★					
 I Miss You - bo en	84.60	Expert	2.1★					
 Shooting Stars - [MEGAMIX]	84.60	Expert	2.11★					
 Kodokushi - Kami	84.60	Normal	2.12★					
 Kodokushi - Kami	84.60	Normal	2.12★					
 Dichotomy - Haywyre	84.50	Expert	2.11★					
 KDV (feat. Shug) - MISSIO	84.40	Normal	2.11★					
 Rivers in the Desert - Persona 5	84.40	Expert	2.1★					
 No No No - TheFatRat	84.30	Normal	2.02★					
 Seymour Battle  - 	84.30	Hard	2.02★					
 The Squeaky Wheel - 	84.20	Hard	2.12★					
 Sometimes Things Get, Whatever - Deadmau5	84.20	Hard	2.1★					
 TRNDSTTR (Lucian Remix) feat. M. Maggie - Black Coast	84.10	Expert+	2.1★					
 Yuu-Huu (feat. Jef) - 	84.10	Expert	2.07★					
 I'm Ready - By Mallen	84.10	Expert	2.12★					
 Just be Friends feat. Luka - by Dixie Flatline	84.00	Expert	2.07★					
 BTH2 - Stronger - (Charted by M.Rappold)	84.00	Expert	2.09★					
 This Is America - Childish Gambino	84.00	Hard	2.08★					
 Goodbye to A World - by Porter Robinson	84.00	Expert+	2.03★					
 Six - All That Remains	84.00	Expert	2.12★					
 G.O.M.D - Sickick	84.00	Expert	2.07★					
 Spin Me Round - 	84.00	Expert	2.06★					
 G.O.M.D - Sickick	84.00	Expert	2.07★					
 Spin Me Round - 	84.00	Expert	2.06★					
 Eat You Up - BoA	83.90	Hard	2.08★					
 Ninelie (REDSHiFT & Vesuvia Remix) - Kabaneri ED	83.90	Expert	2.09★					
 TheFatRat - Monody (feat. Laura Brehm) - 	83.80	Hard	2.02★					
 The Diary of Jane - 	83.80	Hard	2.09★					
 Boulevard of Broken Dreams - Green Day	83.80	Hard	2.05★					
 We are the crystal gems - steven universe	83.80	Expert	2.1★					
 All Star - Smash Mouth (Fixed) - The Fixed Version	83.70	Hard	2.09★					
 Dignity - 	83.70	Expert	2.07★					
 Lone Digger - Caravan Palace	83.60	Hard	2.01★					
 Never Gonna Give you Up - Rick Astley	83.60	Expert	2.13★					
 Portal - Still Alive (Uppermost Remix) - Uppermost	83.60	Expert	2.07★					
 Alone - Made By JWaters	83.60	Expert	2.02★					
 I Miss the Misery - Halestorm	83.60	Hard	2.09★					
 Interstellar (TYNAN Remix) - ATLiens	83.50	Hard	2.1★					
 Black & White - Juice WRLD	83.40	Expert	1.94★					
 Dragon Night - SEKAI NO OWARI	83.40	Expert	2.09★					
 All Night - Parov Stelar	83.40	Expert	1.97★					
 Ride - Twenty One Pilots	83.40	Expert	2.08★					
 Death To All But Metal - Steel Panther	83.30	Hard	2.08★					
 Smash Bros Theme(Cynd3r Remix) - 	83.20	Expert	2.1★					
 Something Just Like This - The Chainsmokers & Coldplay 	83.20	Expert	2.05★					
 Black Betty - Caravan Palace Cover	83.20	Hard	2.09★					
 Kung Fu Fighting - Carl Douglas	83.20	Hard	1.99★					
 Vector To The Heavens (Two Ways) - Kingdom Hearts	83.10	Hard	2.01★					
 Catapiller - Royce Da 5' 9'	83.10	Expert	2.17★					
 BTH 4 - Lean On (feat. M0) - (Charted by M.Rappold)	83.10	Expert	2.07★					
 Speed Over Beethoven - 	83.10	Hard	2.04★					
 Money - 	83.10	Hard	2.02★					
 Songify The Room - schmoyoho	83.00	Hard	2.04★					
 Remote Control - 	83.00	Expert	2★					
 Remote Control - 	83.00	Expert	2★					
 Nobody Gets Out Alive Part II - Le Castle Vania	82.90	Expert	2★					
 Iter Impius - Pain Of Salvation	82.90	Expert	1.97★					
 One Small Thing - MLP The Movie	82.90	Expert	1.99★					
 ASGORE/Bergentruckung - 	82.90	Hard	2.07★					
 Kung Fu Fighting - Carl Douglas	82.90	Expert	2.03★					
 Boomerang - 	82.80	Expert	2.05★					
 I'm being Reelistic - Omnitica	82.80	Expert	2.04★					
 TRNDSTTR (Lucian Remix) feat. M. Maggie - Black Coast	82.70	Expert	2.1★					
 The Kings Plan - No Game No Life  OST	82.70	Hard	2.07★					
 Oblivious - Kara no Kyoukai	82.70	Hard	1.98★					
 Beethoven Virus - Remix	82.70	Hard	1.99★					
 Daft Punk - medley	82.70	Expert	1.97★					
 Adieu, to this Lively Graveyard - Stack Bros.	82.60	Hard	2.06★					
 Meltdown feat. Rin - by Iroha(Sasaki)	82.60	Expert	2.06★					
 Move Circulation - Ludacris	82.60	Expert	2.22★					
 You Reposted in the Wrong Neighborhood - SHOKK	82.60	Expert	1.98★					
 Pretty Fly - The Offspring	82.50	Hard	2.06★					
 Departures ver2 - EGOIST-Guilty Crown	82.50	Expert	1.94★					
 Sail (V3) - AWOLNATION	82.50	Expert	2.02★					
 Good Intentions - ft. Cathy Weseluck	82.50	Hard	2.08★					
 Silicon XX - S3RL ft. Nikolett	82.40	Hard	2.05★					
 Limbo - Daddy Yankee	82.40	Hard	2.02★					
 Light It Up - Major Lazer feat. Nyla & Fuse ODG	82.40	Hard	2.05★					
 Last Paradise - Yellow Claw	82.40	Hard	2.06★					
 Bored to Death - 	82.40	Hard	2.07★					
 Conqueror - AURORA	82.30	Hard	2.02★					
 EC2 - Still Waiting - Prototyperaptor	82.30	Expert	1.99★					
 0 Seaguls Stop It Now - Bad Lip Reading	82.30	Hard	2.05★					
 Telecaster Stripes - Polkadot Stingray	82.30	Expert	1.96★					
 MINE - bazzi	82.30	Expert	2.06★					
 You are the Miserable - 	82.30	Hard	2.05★					
 Fighter - Christina Aguilera	82.20	Hard	2.05★					
 The Light - Ridvan	82.20	Hard	1.96★					
 No Tears Left To Cry - Ariana Grande	82.20	Expert	0.76★					
 Session - Linkin Park	82.20	Expert	1.97★					
 With You - Brave x Mark Arkinson	82.10	Hard	1.98★					
 Saber Rider Theme - Long version	82.10	Hard	1.98★					
 Woman Woman - AWOLNATION	82.10	Expert	2.05★					
